Returned byte 0x48
Returned byte 0x34
Returned byte 0x33
0.218978 0.285401 0.293431
0.213139 0.286861 0.301460
0.213139 0.278102 0.301460
0.217518 0.262044 0.307299
0.221898 0.247445 0.309489
0.223358 0.226277 0.316058
0.227007 0.205839 0.322628
0.232117 0.175182 0.324818
0.235036 0.144526 0.332847
0.233577 0.111679 0.333577
0.229197 0.081752 0.337956
0.225547 0.054015 0.340146
0.221168 0.021898 0.341606
0.233577 0.008759 0.330657
0.202190 -0.017518 0.346715
0.192701 -0.054745 0.341606
0.189051 -0.094161 0.329197
0.181752 -0.135036 0.312409
0.172993 -0.169343 0.300000
0.160584 -0.198540 0.283212
0.154015 -0.226277 0.269343
0.146715 -0.251825 0.247445
0.137956 -0.274453 0.229927
0.123358 -0.292701 0.217518
0.110949 -0.308029 0.208759
0.097080 -0.324088 0.194891
0.086861 -0.339416 0.181022
0.070073 -0.350365 0.172263
0.054745 -0.364964 0.162044
0.037226 -0.372993 0.152555
0.020438 -0.383942 0.140876
0.002920 -0.392701 0.129197
-0.020438 -0.398540 0.118978
-0.039416 -0.404380 0.115328
-0.062774 -0.411679 0.105109
-0.086131 -0.418248 0.099270
-0.104380 -0.418248 0.091971
-0.124088 -0.421168 0.085401
-0.140876 -0.423358 0.079562
-0.159124 -0.426277 0.076642
-0.175182 -0.424818 0.075182
-0.194161 -0.421168 0.075182
-0.211679 -0.420438 0.073723
-0.229927 -0.413139 0.080292
-0.245255 -0.403650 0.083212
-0.264234 -0.400730 0.083212
-0.281752 -0.392701 0.085401
-0.300000 -0.387591 0.086131
-0.314599 -0.382482 0.093431
-0.333577 -0.374453 0.092701
-0.350365 -0.367153 0.091971
-0.366423 -0.360584 0.089781
-0.376642 -0.358394 0.086861
-0.386861 -0.350365 0.086131
-0.401460 -0.344526 0.082482
-0.416058 -0.337956 0.080292
-0.424818 -0.332847 0.083212
-0.435037 -0.325547 0.081752
-0.444526 -0.321898 0.077372
-0.450365 -0.310949 0.082482
-0.461314 -0.305839 0.077372
-0.470073 -0.298540 0.078832
-0.475182 -0.294891 0.078832
-0.486861 -0.287591 0.075182
-0.493431 -0.281752 0.072993
-0.498540 -0.278102 0.074453
-0.502920 -0.273723 0.069343
-0.508759 -0.267153 0.072263
-0.518978 -0.259124 0.072263
-0.525547 -0.250365 0.077372
-0.535037 -0.240146 0.075912
-0.540876 -0.224818 0.083942
-0.545985 -0.215328 0.091241
-0.555474 -0.201460 0.096350
-0.560584 -0.186861 0.108759
-0.564234 -0.178102 0.118248
-0.567153 -0.164963 0.125547
-0.570803 -0.153285 0.129197
-0.572263 -0.147445 0.137226
-0.572263 -0.142336 0.141606
-0.569343 -0.135766 0.152555
-0.565693 -0.129197 0.162044
-0.564964 -0.122628 0.173723
-0.560584 -0.118978 0.185401
-0.557664 -0.111679 0.189781
-0.560584 -0.105109 0.199270
-0.557664 -0.097080 0.205109
-0.553285 -0.086861 0.219708
-0.545255 -0.076642 0.232847
-0.543066 -0.067153 0.242336
-0.533577 -0.055474 0.259854
-0.529927 -0.046715 0.270073
-0.518248 -0.032847 0.285401
-0.512409 -0.018248 0.298540
-0.504380 -0.005109 0.310949
-0.494891 0.010949 0.323358
-0.483942 0.024818 0.337226
-0.475912 0.040876 0.344526
-0.460584 0.062044 0.360584
-0.442336 0.084672 0.372993
-0.433577 0.104380 0.383942
-0.419708 0.118978 0.389781
-0.405109 0.133577 0.393431
-0.397080 0.147445 0.398540
-0.391971 0.158394 0.403650
-0.378832 0.171533 0.408029
-0.370073 0.183212 0.415328
-0.357664 0.191241 0.416058
-0.346715 0.200730 0.416058
-0.338686 0.210219 0.418248
-0.328467 0.222628 0.421898
-0.320438 0.229927 0.421898
-0.311679 0.237226 0.422628
-0.301460 0.245255 0.423358
-0.291971 0.248175 0.427007
-0.272263 0.247445 0.432847
-0.251095 0.245255 0.438686
-0.230657 0.247445 0.443066
-0.219708 0.245255 0.446715
-0.212409 0.244526 0.445985
-0.203650 0.245255 0.445985
-0.211679 0.235766 0.448905
-0.197810 0.224088 0.456204
-0.183212 0.227007 0.454745
-0.183212 0.233577 0.452555
-0.178832 0.237956 0.451825
-0.172993 0.242336 0.454015
-0.168613 0.248905 0.451095
-0.161314 0.257664 0.450365
-0.151825 0.259854 0.449635
